,Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,Month,OperatingSystems,Browser,Region,TrafficType,Weekend,Revenue,Returning_Visitor
3515,7.0,159.5,0.0,0.0,13.0,362.5,0.0,0.003921569000000001,0.0,0.0,5,2,2,5,2,0,0,0
3516,1.0,37.0,0.0,0.0,30.0,1584.3,0.0,0.01547619,3.356892857,0.0,5,3,2,5,4,1,0,1
3518,1.0,8.5,0.0,0.0,14.0,543.8333332999998,0.0,0.007692308,0.0,0.0,5,2,2,3,5,1,0,0
3521,1.0,241.0,0.0,0.0,39.0,2666.0,0.015384615,0.046153846,0.0,1.0,5,2,2,5,5,0,0,1
3523,0.0,0.0,0.0,0.0,23.0,1166.333333,0.0,0.02826087,22.2993913,0.0,5,2,2,5,2,0,0,1
3525,0.0,0.0,1.0,16.0,8.0,308.0,0.0,0.025,35.091,0.0,5,2,3,1,2,0,1,1
3526,7.0,64.75,1.0,17.0,100.0,2463.244841,0.001886792,0.014944594,0.0,0.0,5,2,2,1,4,0,0,1
3527,0.0,0.0,0.0,0.0,3.0,28.0,0.0,0.066666667,0.0,0.0,5,4,1,1,3,0,0,1
3528,1.0,2.0,0.0,0.0,24.0,958.25,0.025,0.035,24.34016667,0.0,5,2,2,1,5,0,0,1
3529,4.0,47.5,0.0,0.0,16.0,331.3333333,0.0,0.010526316,254.6071579,0.0,5,2,3,1,2,0,1,0
3530,6.0,108.9166667,0.0,0.0,24.0,516.4166667,0.0,0.013333333,8.1816,0.0,5,2,2,1,5,1,1,1
3531,0.0,0.0,0.0,0.0,18.0,689.6666667000002,0.023529412000000003,0.030392157000000006,0.0,0.0,5,2,2,5,5,1,0,1
3532,0.0,0.0,0.0,0.0,22.0,887.3547618999999,0.01,0.0145,0.0,0.0,5,3,2,5,2,0,0,1
3533,3.0,25.57142857,1.0,0.0,15.0,2026.47619,0.011764706000000002,0.07254902,0.0,0.0,5,4,1,1,1,0,0,1
3534,4.0,123.0,1.0,29.5,16.0,529.3333333,0.0,0.0045,0.0,0.0,5,3,3,2,2,0,0,0
3535,1.0,48.0,0.0,0.0,52.0,2376.861905,0.016666667,0.045679012000000005,13.32592593,0.0,5,2,2,3,3,0,0,1
3536,1.0,64.0,0.0,0.0,33.0,1564.17381,0.00625,0.003506944,10.12275,0.0,5,1,1,2,5,1,0,1
3537,4.0,69.0,0.0,0.0,20.0,1180.0,0.0,0.009090909,30.52636364,0.0,5,2,2,5,3,0,1,1
3540,2.0,18.0,0.0,0.0,32.0,871.8333332999997,0.009375,0.020833333,31.903875,1.0,5,4,1,1,3,0,0,1
3542,2.0,178.5,2.0,314.0,19.0,2340.5,0.0,0.015873016,52.08342857,0.0,5,2,3,1,4,0,0,1
3543,0.0,0.0,0.0,0.0,5.0,108.0,0.0,0.05,0.0,0.0,5,1,1,4,3,0,0,1
3544,1.0,82.0,0.0,0.0,59.0,1927.122222,0.007909605,0.023728814,23.87629104,0.0,5,2,2,5,5,0,1,1
3546,0.0,0.0,0.0,0.0,9.0,553.0,0.0,0.025,53.988,0.0,5,1,1,1,4,0,1,0
3547,0.0,0.0,0.0,0.0,7.0,855.0,0.0,0.028571429,0.0,0.0,5,2,2,1,1,0,0,1
3548,8.0,176.66666669999995,2.0,153.0,27.0,880.8,0.007291667,0.020192308,8.54525,0.0,5,1,1,2,2,1,1,1
3552,0.0,0.0,0.0,0.0,29.0,809.1666667000002,0.017857143,0.032142857000000004,0.0,0.0,5,2,3,1,3,0,0,1
3553,0.0,0.0,0.0,0.0,10.0,466.75,0.0,0.028571429,0.0,0.0,5,3,2,1,4,1,0,1
3554,1.0,23.0,0.0,0.0,35.0,1513.0,0.04,0.069333333,0.0,1.0,5,2,2,1,1,0,0,1
3555,1.0,12.5,0.0,0.0,51.0,769.9928571,0.0,0.004081633,0.0,0.0,5,2,2,1,2,1,0,1
3557,0.0,0.0,0.0,0.0,25.0,317.5,0.0125,0.031944444,0.0,0.0,5,2,2,5,5,0,0,1
3560,0.0,0.0,0.0,0.0,13.0,252.0,0.0,0.061538462,0.0,0.0,5,2,2,5,3,0,0,1
3562,1.0,120.0,1.0,85.0,33.0,616.4333333,0.0,0.005714286,0.0,0.0,5,2,2,5,2,0,0,0
3563,0.0,0.0,0.0,0.0,10.0,978.0,0.0,0.025,0.0,0.0,5,2,2,3,2,0,0,1
3564,5.0,54.0,0.0,0.0,16.0,487.6666667,0.0,0.026315789,0.0,0.0,5,1,1,2,3,0,0,1
3565,0.0,0.0,0.0,0.0,3.0,60.0,0.0,0.066666667,0.0,0.0,5,2,2,5,2,1,0,1
3567,0.0,0.0,0.0,0.0,23.0,647.5,0.028571429,0.04,0.0,0.0,5,3,2,1,1,0,0,1
3570,1.0,4.0,0.0,0.0,18.0,143.85,0.0,0.034117647,0.0,0.0,5,2,2,3,3,0,0,1
3572,0.0,0.0,0.0,0.0,7.0,99.7,0.0,0.014285714,0.0,1.0,5,1,1,1,1,0,0,1
3574,0.0,0.0,9.0,1779.1666670000004,12.0,1886.5,0.0070175440000000006,0.019298246,0.0,1.0,5,2,2,5,3,0,0,0
3575,0.0,0.0,0.0,0.0,80.0,1987.533333,0.035,0.06514881,0.0,1.0,5,2,2,1,5,0,0,1
3576,0.0,0.0,0.0,0.0,17.0,391.8666667,0.0,0.029411765,0.0,1.0,5,2,2,1,1,1,0,1
3579,0.0,0.0,0.0,0.0,9.0,127.5,0.0,0.022222222000000003,0.0,0.0,5,2,3,2,5,0,0,1
3580,0.0,0.0,0.0,0.0,38.0,2259.2,0.022222222000000003,0.037962963,0.0,1.0,5,2,2,5,5,0,0,1
3581,0.0,0.0,2.0,109.0,23.0,1232.733333,0.0,0.012820513,56.35884615,0.0,5,4,2,1,5,1,1,1
3582,1.0,41.0,0.0,0.0,30.0,1018.0,0.0,0.003448276,54.21806897,0.0,5,2,2,1,2,0,1,1
3583,1.0,15.0,0.0,0.0,29.0,1397.5,0.011555556000000002,0.046190476,0.0,1.0,5,2,3,5,3,0,0,1
3584,0.0,0.0,0.0,0.0,18.0,292.5,0.013888889,0.01957672,0.0,0.0,5,2,2,1,1,0,0,1
3585,1.0,11.0,0.0,0.0,11.0,183.5,0.0,0.018181818,0.0,0.0,5,2,2,1,4,1,0,0
3586,0.0,0.0,1.0,134.33333330000002,16.0,765.4454545,0.006666666999999999,0.006,0.0,1.0,5,2,3,1,1,0,0,1
3587,0.0,0.0,0.0,0.0,20.0,1006.666667,0.0,0.005555556,0.0,1.0,5,1,1,1,2,0,0,1
3588,1.0,9.0,0.0,0.0,12.0,764.75,0.0,0.023076923,9.641076923,1.0,5,2,2,5,2,0,1,0
3589,0.0,0.0,0.0,0.0,2.0,61.0,0.0,0.05,0.0,0.0,5,3,2,3,5,0,0,1
3590,0.0,0.0,0.0,0.0,48.0,1304.666667,0.016666667,0.051215278,0.0,1.0,5,3,2,1,5,0,0,1
3591,7.0,54.63636364,1.0,75.0,67.0,1336.554221,0.0,0.027327327,4.148878378,0.0,5,2,2,5,4,0,0,1
3592,0.0,0.0,0.0,0.0,12.0,336.8,0.0,0.006666666999999999,0.0,1.0,5,2,2,1,2,0,0,1
3593,1.0,45.0,0.0,0.0,8.0,183.0,0.0,0.011111111000000002,0.0,0.0,5,1,1,1,4,0,0,1
3594,2.0,44.33333333,0.0,0.0,19.0,813.1,0.0,0.01,20.0031,0.0,5,2,2,1,2,0,1,1
3598,0.0,0.0,0.0,0.0,6.0,655.0,0.033333333,0.022222222000000003,0.0,0.0,5,1,1,1,3,1,0,1
3599,1.0,72.0,0.0,0.0,10.0,343.0,0.0,0.02,0.0,0.0,5,2,2,5,1,0,0,1
3601,1.0,12.0,0.0,0.0,18.0,691.5,0.0,0.005,0.0,0.0,5,2,3,4,2,0,0,1
3603,5.0,55.5,0.0,0.0,4.0,24.5,0.022222222000000003,0.037037037,0.0,1.0,5,3,2,5,3,1,0,1
3607,0.0,0.0,0.0,0.0,14.0,632.0,0.028571429,0.042857143,0.0,0.0,5,2,2,3,3,0,0,1
3610,0.0,0.0,0.0,0.0,9.0,73.66666667,0.0,0.022222222000000003,0.0,1.0,5,2,2,1,3,0,0,1
3611,3.0,53.5,0.0,0.0,26.0,1097.05,0.0,0.019605911,0.0,0.0,5,2,2,4,2,0,0,1
3612,0.0,0.0,0.0,0.0,10.0,611.0,0.02,0.06,0.0,1.0,5,2,3,3,1,0,0,1
3613,8.0,132.0,0.0,0.0,20.0,413.0,0.011111111000000002,0.027407407,36.51581481,0.0,5,1,1,1,2,0,1,1
3615,3.0,101.0,0.0,0.0,7.0,441.0,0.02,0.04,0.0,0.0,5,2,3,4,4,0,0,1
3616,0.0,0.0,0.0,0.0,65.0,1803.584127,0.023794872,0.031250162000000005,0.0,1.0,5,3,2,5,3,0,0,1
3617,0.0,0.0,0.0,0.0,11.0,855.25,0.018181818,0.063636364,0.0,0.0,5,2,2,3,5,0,0,1
3618,1.0,109.0,0.0,0.0,9.0,466.6666667,0.0,0.0125,0.0,0.0,5,2,3,1,4,1,0,0
3619,7.0,278.8333333,2.0,15.0,38.0,2311.090909,0.004651163,0.022868217000000003,4.247372093,0.0,5,2,3,1,3,0,0,1
3620,0.0,0.0,0.0,0.0,15.0,309.8,0.0,0.016666667,0.0,1.0,5,2,2,5,4,0,0,1
3621,1.0,0.0,0.0,0.0,27.0,889.0,0.021428571,0.067857143,0.0,0.0,5,4,1,3,3,0,0,1
3623,0.0,0.0,0.0,0.0,11.0,142.16666669999995,0.02,0.03,0.0,0.0,5,2,2,5,4,1,0,1
3624,0.0,0.0,0.0,0.0,5.0,57.0,0.0,0.04,0.0,1.0,5,2,2,3,1,0,0,1
3625,0.0,0.0,0.0,0.0,22.0,647.6666667000002,0.009090909,0.026060606,0.0,1.0,5,2,2,4,3,1,0,1
3626,1.0,21.5,2.0,323.0,14.0,836.8333332999998,0.0,0.001904762,0.0,0.0,5,2,2,5,2,0,0,0
3627,0.0,0.0,0.0,0.0,18.0,133.0,0.038888889,0.072222222,0.0,0.0,5,4,1,1,2,1,0,1
3628,4.0,250.8571429,1.0,37.5,71.0,1145.571429,0.0,0.0040540540000000005,80.58733784,0.0,5,2,3,1,1,0,0,1
3629,0.0,0.0,0.0,0.0,15.0,984.0,0.015384615,0.007692308,0.0,0.0,5,2,3,3,5,1,0,1
3632,0.0,0.0,0.0,0.0,3.0,108.0,0.0,0.066666667,0.0,0.0,5,2,2,4,5,0,0,1
3633,6.0,60.0,0.0,0.0,4.0,34.0,0.0,0.033333333,0.0,0.0,5,2,2,5,5,0,0,0
3634,0.0,0.0,0.0,0.0,6.0,399.0,0.033333333,0.022222222000000003,44.99,0.0,5,3,2,2,5,0,1,1
3635,1.0,13.0,1.0,53.0,16.0,388.7444444,0.0,0.006666666999999999,0.0,0.0,5,1,1,1,1,0,0,1
3638,5.0,68.0,0.0,0.0,36.0,818.5,0.007894736999999999,0.028070175,0.0,1.0,5,2,2,1,3,0,0,1
3640,0.0,0.0,0.0,0.0,10.0,146.7666667,0.0,0.002272727,0.0,0.0,5,2,3,1,1,0,0,1
3641,0.0,0.0,0.0,0.0,17.0,212.8333333,0.041176471,0.06764705900000001,0.0,1.0,5,1,1,4,3,0,0,1
3642,4.0,237.8333333,0.0,0.0,66.0,3268.075758,0.005882353000000001,0.029549127,0.0,1.0,5,2,2,5,4,1,0,1
3643,0.0,0.0,0.0,0.0,17.0,295.0,0.011764706000000002,0.052941176,0.0,1.0,5,2,2,2,5,0,0,1
3644,3.0,120.6666667,0.0,0.0,8.0,261.6,0.0,0.01,0.0,0.0,5,2,3,1,2,0,0,0
3646,3.0,119.0,1.0,86.0,25.0,413.7222222,0.0,0.013076923,15.40042308,0.0,5,1,1,5,4,0,0,1
3647,0.0,0.0,0.0,0.0,13.0,1005.0,0.0,0.016666667,0.0,0.0,5,2,2,5,2,0,0,0
3648,0.0,0.0,0.0,0.0,54.0,2222.9,0.003703704,0.014814815,0.0,0.0,5,4,1,1,4,0,0,1
3652,1.0,65.0,0.0,0.0,13.0,531.0,0.033333333,0.05,0.0,0.0,5,2,3,3,3,0,0,1
3653,0.0,0.0,0.0,0.0,4.0,142.0,0.0,0.05,0.0,1.0,5,2,2,1,5,0,0,1
3655,1.0,68.0,0.0,0.0,20.0,870.6666667000003,0.0,0.020175439,0.0,0.0,5,2,3,3,3,0,0,1
3658,0.0,0.0,0.0,0.0,72.0,1353.115146,0.002857143,0.007277211,0.0,0.0,5,2,2,1,4,1,0,1
3659,2.0,63.66666667,0.0,0.0,26.0,542.1666667000002,0.008333333,0.03125,0.0,0.0,5,3,2,5,4,0,0,1
3660,0.0,0.0,0.0,0.0,28.0,623.9666667,0.023214286,0.036309524,0.0,1.0,5,3,2,1,5,0,0,1
3661,0.0,0.0,0.0,0.0,4.0,123.0,0.0,0.066666667,0.0,0.0,5,3,2,4,3,0,0,1
3664,2.0,37.5,0.0,0.0,12.0,375.0,0.0,0.039583333,43.99,0.0,5,2,2,3,2,0,1,1
3666,0.0,0.0,0.0,0.0,7.0,442.1666667,0.0,0.05714285700000001,0.0,0.0,5,4,2,3,3,0,0,1
3668,0.0,0.0,1.0,39.0,14.0,443.20833330000005,0.012,0.058222222,0.0,0.0,5,2,2,1,5,0,0,1
3674,6.0,93.5,0.0,0.0,23.0,251.3333333,0.0,0.013768116,0.0,0.0,5,2,2,3,3,0,0,0
3676,0.0,0.0,0.0,0.0,22.0,892.0,0.0,0.00952381,10.51809524,0.0,5,2,2,5,4,1,1,1
3678,2.0,67.0,0.0,0.0,59.0,468.19166669999987,0.0,0.0032786890000000004,0.0,1.0,5,2,2,3,2,0,0,1
3679,0.0,0.0,0.0,0.0,7.0,180.0,0.028571429,0.05714285700000001,0.0,1.0,5,2,2,1,4,0,0,1
3680,12.0,251.8666667,0.0,0.0,60.0,1993.915257,0.005970149,0.011984127,13.09154641,0.0,5,2,2,2,1,0,0,1
3681,3.0,121.0,0.0,0.0,17.0,174.83333330000005,0.017647059,0.051764706,0.0,0.0,5,1,3,2,2,0,0,1
3682,3.0,71.0,3.0,246.0,39.0,1501.333333,0.0,0.009756098,0.0,0.0,5,3,2,1,2,1,0,1
3684,5.0,110.0,0.0,0.0,39.0,1584.044444,0.0,0.016744186,12.73144186,0.0,5,4,1,5,4,0,0,1
3685,0.0,0.0,0.0,0.0,25.0,438.075,0.008,0.024698413,0.0,1.0,5,1,1,3,3,0,0,1
3686,7.0,136.66666669999998,1.0,7.0,25.0,687.5333333,0.013793103,0.014022989,5.078114943,0.0,5,1,2,3,4,0,0,0
3688,1.0,8.0,0.0,0.0,29.0,826.85,0.007142857,0.029591837000000006,10.98707143,0.0,5,1,1,3,4,0,1,1
3690,2.0,15.0,0.0,0.0,10.0,894.6666667000003,0.0,0.022222222000000003,0.0,0.0,5,2,3,4,2,0,0,1
3691,5.0,142.7,0.0,0.0,29.0,1858.733333,0.025806452,0.031075269,0.0,0.0,5,3,2,2,4,0,0,1
3695,3.0,86.0,0.0,0.0,26.0,1197.666667,0.0,0.007142857,0.0,0.0,5,2,3,2,5,0,0,0
3696,0.0,0.0,0.0,0.0,6.0,671.6666667000002,0.0,0.016666667,0.0,0.0,5,2,3,3,3,0,0,1
3699,4.0,47.0,0.0,0.0,6.0,173.0,0.0125,0.0375,0.0,0.0,5,1,2,2,2,0,0,1
3700,0.0,0.0,0.0,0.0,60.0,967.25,0.006779661,0.025141243,0.0,1.0,5,2,3,3,3,0,0,1
3701,0.0,0.0,0.0,0.0,8.0,388.5,0.0,0.014285714,0.0,0.0,5,3,2,5,4,0,0,1
3702,0.0,0.0,0.0,0.0,7.0,906.0,0.0,0.016666667,14.98333333,1.0,5,4,1,2,2,0,1,0
3703,8.0,276.8666667,0.0,0.0,19.0,548.8831169,0.0,0.007674571999999998,5.744057971,0.0,5,3,2,1,2,1,0,1
3704,0.0,0.0,0.0,0.0,7.0,262.375,0.00952381,0.026984127000000004,0.0,0.0,5,1,1,1,5,0,0,1
3705,0.0,0.0,1.0,17.0,8.0,549.0,0.022222222000000003,0.044444444000000013,0.0,1.0,5,1,1,5,3,0,0,1
3707,1.0,64.0,0.0,0.0,15.0,188.5,0.0,0.007142857,0.0,0.0,5,2,3,2,2,0,0,1
3708,4.0,103.5,0.0,0.0,28.0,884.8040616000002,0.0,0.011326165,0.0,0.0,5,1,1,1,4,0,0,1
3709,0.0,0.0,0.0,0.0,4.0,81.0,0.0,0.05,0.0,1.0,5,2,3,2,4,0,0,1
3710,0.0,0.0,0.0,0.0,19.0,1651.928571,0.024561404,0.066233766,0.0,1.0,5,2,3,1,1,1,0,1
3711,3.0,23.0,0.0,0.0,14.0,243.8333333,0.0,0.011764706000000002,0.0,0.0,5,2,3,2,2,0,0,0
3714,1.0,7.0,0.0,0.0,7.0,151.5,0.0,0.025,50.9925,0.0,5,2,2,1,1,0,1,1
3715,4.0,67.0,0.0,0.0,60.0,731.3333332999998,0.034920635,0.038095238,0.0,0.0,5,2,2,5,3,0,0,1
3716,4.0,131.0,1.0,0.0,39.0,1752.942857,0.020075188,0.03374269,0.0,1.0,5,1,1,3,4,0,0,1
3717,2.0,46.0,0.0,0.0,13.0,195.0,0.0,0.008333333,0.0,0.0,5,2,2,1,4,0,0,1
3718,3.0,67.0,0.0,0.0,7.0,274.25,0.0125,0.035,0.0,0.0,5,3,2,1,1,0,0,1
3720,0.0,0.0,0.0,0.0,13.0,474.6818182,0.015384615,0.029230769,0.0,0.0,5,3,2,4,3,0,0,1
3722,0.0,0.0,0.0,0.0,4.0,79.0,0.0,0.05,0.0,0.0,5,2,2,5,2,0,0,1
3723,0.0,0.0,0.0,0.0,9.0,71.75,0.0,0.055555556,0.0,1.0,5,2,3,2,3,1,0,1
3726,2.0,7.0,0.0,0.0,11.0,778.0,0.018181818,0.072727273,0.0,1.0,5,1,1,1,3,0,0,1
3727,0.0,0.0,1.0,2.5,14.0,592.5666667,0.013333333,0.023333333,0.0,1.0,5,3,2,3,3,1,0,1
3728,2.0,15.0,0.0,0.0,23.0,343.6666667,0.025,0.05,0.0,1.0,5,2,2,5,5,0,0,1
3731,0.0,0.0,1.0,55.0,38.0,1377.409524,0.0008771930000000001,0.018859649,0.0,0.0,5,2,2,2,4,0,0,1
3732,3.0,251.0,2.0,104.0,15.0,675.8333332999998,0.0,0.004166667,0.0,0.0,5,2,3,5,1,0,0,1
3733,0.0,0.0,0.0,0.0,18.0,1259.0,0.010526316,0.033684211,0.0,0.0,5,2,2,1,1,0,0,1
3734,0.0,0.0,0.0,0.0,16.0,1472.0,0.016666667,0.040625,0.0,0.0,5,2,3,1,1,0,0,1
3736,3.0,203.0,0.0,0.0,28.0,2394.0,0.033333333,0.057619048,0.0,0.0,5,2,2,5,1,0,0,1
3737,0.0,0.0,0.0,0.0,29.0,364.1666667,0.020689655,0.01954023,0.0,0.0,5,3,2,1,3,0,0,1
3739,0.0,0.0,0.0,0.0,14.0,253.1666667,0.014285714,0.04047619,0.0,1.0,5,3,2,5,5,0,0,1
3740,0.0,0.0,0.0,0.0,49.0,579.5833332999998,0.0,0.00625,0.0,0.0,5,2,2,3,1,0,0,1
3741,0.0,0.0,0.0,0.0,9.0,953.8333332999997,0.0,0.011428571,92.83857143,0.0,5,3,2,1,5,1,1,1
3742,0.0,0.0,0.0,0.0,7.0,297.0,0.028571429,0.071428571,0.0,1.0,5,1,1,1,1,0,0,1
3744,3.0,22.33333333,1.0,0.0,105.0,2900.638469,0.009433962,0.021263103,0.0,0.0,5,2,2,5,4,1,0,1
3745,5.0,54.0,0.0,0.0,15.0,304.5,0.0,0.010526316,0.0,0.0,5,2,2,5,2,0,0,1
3747,1.0,23.0,0.0,0.0,7.0,934.0,0.0,0.033333333,0.0,0.0,5,2,2,1,5,0,0,0
3748,2.0,116.0,0.0,0.0,16.0,1098.0,0.017647059,0.03627451,0.0,0.0,5,3,2,2,5,0,0,1
3750,4.0,90.5,0.0,0.0,37.0,1873.166667,0.0,0.005555556,0.0,0.0,5,2,2,5,2,0,0,0
3751,0.0,0.0,0.0,0.0,72.0,2129.333333,0.0,0.01875,0.0,1.0,5,2,3,1,5,0,0,1
3752,9.0,159.7166667,1.0,20.0,39.0,1721.872725,0.00974026,0.019066142,16.42363253,0.0,5,1,1,1,5,0,0,1
3753,0.0,0.0,0.0,0.0,14.0,655.1666667000002,0.0,0.007692308,0.0,0.0,5,2,2,5,4,1,0,1
3754,0.0,0.0,0.0,0.0,31.0,1008.416667,0.0,0.007881773,0.0,0.0,5,2,3,1,2,0,0,1
3756,1.0,18.0,1.0,16.0,33.0,504.0,0.006060606,0.033333333,0.0,0.0,5,2,3,1,4,0,0,1
3757,2.0,156.0,1.0,201.0,14.0,1033.066667,0.0125,0.012291667,0.0,0.0,5,1,1,5,3,1,0,1
3758,3.0,47.0,1.0,51.0,16.0,463.4166667,0.0,0.021052632,0.0,1.0,5,3,2,3,4,1,0,0
3763,0.0,0.0,0.0,0.0,7.0,128.3333333,0.0,0.05714285700000001,0.0,0.0,5,4,1,3,3,0,0,1
3767,1.0,14.0,0.0,0.0,30.0,1845.333333,0.027083333,0.042083333,12.6534375,0.0,5,3,2,3,1,0,0,1
3768,1.0,5.384615385,0.0,0.0,36.0,1195.726923,0.01372549,0.02254902,19.1127451,0.0,5,2,2,5,4,1,0,1
3769,0.0,0.0,0.0,0.0,31.0,457.4047799,0.0,0.026938057,0.0,1.0,5,2,2,5,1,0,0,1
3770,0.0,0.0,0.0,0.0,3.0,69.0,0.0,0.066666667,0.0,0.0,5,2,2,4,1,1,0,1
3771,1.0,15.0,0.0,0.0,12.0,189.6666667,0.015384615,0.028205128,0.0,0.0,5,3,2,5,1,0,0,1
3772,4.0,147.5,1.0,37.5,25.0,788.2666667000002,0.007142857,0.028571429,16.70657143,0.0,5,2,2,3,3,0,1,1
3773,2.0,10.0,1.0,17.0,21.0,1647.5,0.0,0.013043478,0.0,0.0,5,2,2,4,4,0,0,1
3774,0.0,0.0,0.0,0.0,24.0,1483.333333,0.008333333,0.026388889,0.0,1.0,5,2,3,2,3,0,0,1
3776,0.0,0.0,0.0,0.0,12.0,304.75,0.0,0.025,0.0,1.0,5,1,2,3,4,0,0,1
3777,0.0,0.0,0.0,0.0,2.0,1207.0,0.0,0.05,0.0,0.0,5,3,3,3,1,0,0,1
3778,0.0,0.0,0.0,0.0,8.0,123.0,0.0,0.014285714,59.988,0.0,5,2,2,1,2,0,1,0
3779,5.0,131.2,3.0,27.0,21.0,893.45,0.017391304,0.020652174,7.091478261000002,0.0,5,3,2,3,4,1,1,1
3780,3.0,61.5,0.0,0.0,6.0,794.5,0.0,0.022222222000000003,0.0,1.0,5,2,2,1,2,0,0,1
3782,3.0,179.5,0.0,0.0,22.0,746.1666667000002,0.0,0.004266667,0.0,0.0,5,3,3,1,5,1,0,1
3786,1.0,45.5,3.0,58.0,6.0,311.5,0.0,0.0125,0.0,0.0,5,3,2,5,2,1,0,0
3787,0.0,0.0,0.0,0.0,7.0,123.5,0.0,0.05714285700000001,0.0,0.0,5,1,1,1,3,0,0,1
3788,2.0,26.66666667,0.0,0.0,159.0,1905.652754,0.004113924000000001,0.013428813,14.75911588,0.0,5,2,2,5,2,0,0,1
3789,0.0,0.0,0.0,0.0,5.0,162.5,0.04,0.073333333,0.0,0.0,5,3,2,1,3,0,0,1
3790,4.0,91.0,0.0,0.0,4.0,61.0,0.0,0.033333333,0.0,0.0,5,2,2,1,5,0,0,1
3791,0.0,0.0,0.0,0.0,15.0,304.1666667,0.0,0.04,0.0,0.0,5,2,2,1,3,1,0,1
3792,0.0,0.0,0.0,0.0,20.0,301.5,0.028571429,0.05952381,0.0,1.0,5,3,2,1,3,0,0,1
3793,0.0,0.0,0.0,0.0,7.0,210.0,0.0,0.05714285700000001,0.0,0.0,5,1,1,5,4,1,0,1
3795,5.0,53.0,0.0,0.0,38.0,2246.166667,0.016923076999999998,0.013931623999999998,0.0,1.0,5,1,1,3,3,0,0,1
3796,1.0,49.0,0.0,0.0,4.0,2210.5,0.0,0.013333333,0.0,0.0,5,1,1,1,3,1,0,1
3797,1.0,53.0,0.0,0.0,13.0,417.0,0.0,0.018181818,72.788,1.0,5,1,1,1,3,0,1,0
3799,0.0,0.0,0.0,0.0,15.0,789.6666667000002,0.0,0.014285714,14.55428571,0.0,5,2,2,3,2,0,1,1
3800,2.0,225.0,0.0,0.0,6.0,549.0,0.0,0.014285714,0.0,0.0,5,3,2,1,4,0,0,0
3801,7.0,108.0,2.0,42.0,32.0,879.9166667000003,0.02195122,0.030226481,11.19263415,0.0,5,1,1,1,4,0,0,1
3802,2.0,90.0,0.0,0.0,3.0,202.8333333,0.0,0.013333333,0.0,0.0,5,3,2,5,2,0,0,1
3803,2.0,84.0,0.0,0.0,25.0,506.76666669999986,0.017391304,0.038405797,0.0,0.0,5,3,2,4,3,0,0,1
3804,0.0,0.0,0.0,0.0,20.0,806.5,0.01,0.038333333,0.0,1.0,5,2,3,1,3,0,0,1
3805,5.0,33.0,0.0,0.0,54.0,1835.0666670000005,0.003773585,0.011320755,0.0,0.0,5,2,2,4,4,0,0,1
3808,5.0,68.66666667,0.0,0.0,11.0,126.5,0.01547619,0.032291667,0.0,0.0,5,2,2,4,2,0,0,1
3810,3.0,45.0,1.0,87.0,26.0,485.83333330000005,0.008,0.016,0.0,0.0,5,1,1,1,2,1,0,1
3813,0.0,0.0,0.0,0.0,4.0,67.0,0.0,0.05,0.0,1.0,5,2,3,1,3,0,0,1
3814,1.0,33.0,0.0,0.0,57.0,2816.55307,0.0,0.005858586,0.0,0.0,5,2,2,2,1,0,0,1
3815,1.0,19.0,0.0,0.0,24.0,3209.0,0.008695652,0.017391304,64.33043478,0.0,5,2,2,5,3,0,0,0
3817,1.0,51.0,2.0,176.0,37.0,1420.733333,0.0,0.012612613,102.3538378,0.0,5,2,3,5,4,1,1,1
3818,0.0,0.0,0.0,0.0,5.0,108.0,0.0,0.04,0.0,0.0,5,2,2,3,2,1,0,1
3819,0.0,0.0,0.0,0.0,8.0,152.0,0.0375,0.070833333,0.0,1.0,5,3,2,1,2,0,0,1
3820,1.0,31.0,0.0,0.0,10.0,347.0,0.0,0.022222222000000003,0.0,0.0,5,1,1,1,1,1,0,1
3821,2.0,21.33333333,0.0,0.0,3.0,45.33333333,0.0,0.0125,0.0,0.0,5,3,2,4,4,1,0,1
3822,6.0,71.5,1.0,37.0,15.0,287.2916667,0.0,0.001234568,0.0,0.0,5,1,1,3,2,0,0,1
3823,7.0,51.0,3.0,222.0,21.0,654.5,0.0,0.007142857,0.0,0.0,5,2,2,1,4,0,0,0
3824,0.0,0.0,0.0,0.0,8.0,202.8333333,0.0,0.014285714,0.0,0.0,5,2,3,1,2,0,0,1
3825,2.0,72.5,0.0,0.0,10.0,1580.0,0.0,0.018181818,100.0963636,0.0,5,2,2,1,2,0,1,1
3826,0.0,0.0,0.0,0.0,81.0,2071.0,0.012345678999999998,0.025308642000000003,0.0,1.0,5,1,3,3,2,0,0,1
3827,0.0,0.0,0.0,0.0,16.0,190.75,0.0,0.01875,0.0,0.0,5,2,2,1,4,0,0,1
3828,2.0,71.3,0.0,0.0,18.0,813.8,0.010526316,0.045438596,0.0,1.0,5,3,2,5,5,0,0,1
3829,0.0,0.0,0.0,0.0,9.0,76.0,0.0,0.02962963,0.0,0.0,5,2,3,3,3,0,0,1
3831,1.0,0.0,0.0,0.0,8.0,162.5,0.0,0.022222222000000003,0.0,0.0,5,2,2,1,1,0,0,1
3832,5.0,37.0,1.0,16.0,18.0,463.5,0.0,0.004545455,0.0,0.0,5,2,3,1,5,0,0,1
3833,0.0,0.0,0.0,0.0,17.0,182.0,0.0,0.0375,0.0,0.0,5,2,3,4,3,0,0,1
